trade_date,ivix,date,close,ret,rv,vrp
20150211,23.979467488532546,2015-02-11,2.38,,,
20150212,23.47952836971273,2015-02-12,2.384,0.1680672268907557,,
20150213,20.653337741483803,2015-02-13,2.39,0.2516778523490082,,
20150216,20.845821017292103,2015-02-16,2.394,0.16736401673640433,,
20150217,21.421169795718857,2015-02-17,2.411,0.7101086048454386,,
20150225,22.581007567535348,2015-02-25,2.37,-1.7005391953546223,,
20150226,21.219276959445484,2015-02-26,2.45,3.3755274261603407,,
20150227,23.436633453921743,2015-02-27,2.438,-0.4897959183673528,,
20150302,24.29635031160402,2015-03-02,2.441,0.12305168170629877,,
20150303,24.740566182513643,2015-03-03,2.364,-3.1544448996312924,,
20150304,24.06251403282556,2015-03-04,2.362,-0.08460236886631556,,
20150305,23.11726741731572,2015-03-05,2.334,-1.185436071126167,,
20150306,22.959818774528262,2015-03-06,2.339,0.21422450728363351,,
20150309,23.451572240886065,2015-03-09,2.397,2.479692176143633,,
20150310,22.78021203549832,2015-03-10,2.359,-1.5853149770546415,,
20150311,22.36093691582636,2015-03-11,2.374,0.6358626536668188,,
20150312,21.65423831032069,2015-03-12,2.448,3.117101937657951,,
20150313,21.65708465509081,2015-03-13,2.455,0.28594771241829964,,
20150316,20.82730663089997,2015-03-16,2.51,2.240325865580428,,
20150317,21.47505879610068,2015-03-17,2.543,1.3147410358565814,,
20150318,21.532763729065937,2015-03-18,2.611,2.674007078254026,,
20150319,24.52277493175812,2015-03-19,2.587,-0.9191880505553418,,
20150320,23.247811113698997,2015-03-20,2.635,1.8554310011596353,,
20150323,25.067619140752907,2015-03-23,2.676,1.555977229601524,,
20150324,27.5498628855386,2015-03-24,2.638,-1.420029895366226,,
20150325,27.16836887592631,2015-03-25,2.604,-1.2888551933282755,,
20150326,25.712320389838837,2015-03-26,2.643,1.4976958525345418,,
20150327,25.953019807139853,2015-03-27,2.649,0.2270147559591429,,
20150330,23.32400559790996,2015-03-30,2.74,3.4352585881464837,,
20150331,26.7842500755464,2015-03-31,2.707,-1.2043795620438114,,
20150401,26.52746048946833,2015-04-01,2.753,1.6992981159955844,26.5565320880797,0.02907159861137032
20150402,28.15841561304217,2015-04-02,2.739,-0.5085361423901258,26.59120711566334,-1.5672084973788287
20150403,27.10860454038232,2015-04-03,2.773,1.241328952172327,26.81254822796988,-0.2960563124124391
20150407,24.61483351196578,2015-04-07,2.842,2.48827984132709,27.71679904524445,3.101965533278669
20150408,27.913547138896945,2015-04-08,2.898,1.9704433497536922,28.200143464630955,0.28659632573400984
20150409,31.295011460401422,2015-04-09,2.877,-0.7246376811594346,27.862415924286218,-3.4325955361152047
20150410,29.29196886083411,2015-04-10,2.936,2.0507473062217674,26.81054370973553,-2.4814251510985805
20150413,32.44525862215751,2015-04-13,2.991,1.8732970027248053,27.293955135923174,-5.151303486234337
20150414,35.44916252606656,2015-04-14,2.999,0.26746907388832675,27.30221915659448,-8.14694336947208
20150415,37.32246810863769,2015-04-15,3.011,0.4001333777925886,25.82804374389251,-11.494424364745182
20150416,32.12444072807538,2015-04-16,3.145,4.450348721355035,28.73108792028617,-3.3933528077892063
20150417,36.98654277904346,2015-04-17,3.185,1.2718600953895098,28.76063922223133,-8.225903556812131
20150420,44.33303747989185,2015-04-20,3.103,-2.5745682888539956,29.662003410878444,-14.671034069013405
20150421,42.56492150033565,2015-04-21,3.141,1.2246213341927215,29.028279992738472,-13.536641507597178
20150422,38.43717951523507,2015-04-22,3.241,3.1836994587711054,30.060319171214168,-8.376860344020905
20150423,39.72515447034489,2015-04-23,3.212,-0.8947855600123344,30.113009609600518,-9.612144860744372
20150424,40.39880079989764,2015-04-24,3.171,-1.2764632627646488,29.01891830374433,-11.379882496153314
20150427,38.61927682288376,2015-04-27,3.255,2.64900662251657,29.9596625390638,-8.659614283819963
20150428,41.2811727536528,2015-04-28,3.228,-0.8294930875575979,29.37572756275357,-11.905445190899226
20150429,41.18858619234736,2015-04-29,3.22,-0.24783147459727095,29.147836650918133,-12.040749541429225
20150430,41.3569446224508,2015-04-30,3.198,-0.6832298136645987,28.21574550527465,-13.141199117176146
20150504,41.13839382392045,2015-05-04,3.211,0.40650406504065817,28.11922839409562,-13.019165429824831
20150505,40.80600822167929,2015-05-05,3.096,-3.581438804110859,29.423861798539086,-11.382146423140206
20150506,40.76469531078416,2015-05-06,3.083,-0.41989664082686673,29.117101977000424,-11.647593333783739
20150507,41.57899760832782,2015-05-07,3.045,-1.2325656827765208,29.048708983499385,-12.530288624828433
20150508,41.13185792327763,2015-05-08,3.055,0.3284072249589487,28.83402716195443,-12.297830761323198
20150511,40.966197081297054,2015-05-11,3.11,1.8003273322422242,28.97215572698172,-11.994041354315335
20150512,41.06545571418496,2015-05-12,3.129,0.6109324758842405,29.016537177854538,-12.048918536330419
20150513,40.91193255467581,2015-05-13,3.084,-1.4381591562799612,27.6423195720742,-13.269612982601608
20150514,40.02050445244031,2015-05-14,3.073,-0.3566796368352776,27.450161259919568,-12.570343192520745
20150515,36.962738936835045,2015-05-15,3.006,-2.1802798568174464,27.72073957403971,-9.241999362795337
20150518,33.826761819049935,2015-05-18,2.946,-1.9960079840319223,28.253192977880367,-5.573568841169568
20150519,33.981940131177915,2015-05-19,3.066,4.073319755600813,30.309259369972757,-3.6726807612051573
20150520,37.50974427030751,2015-05-20,3.066,0.0,29.480822766779138,-8.02892150352837
20150521,38.3681639260579,2015-05-21,3.104,1.2393998695368724,29.160703546766474,-9.20746037929143
20150522,38.67143473297707,2015-05-22,3.199,3.0605670103092786,30.34933931055992,-8.32209542241715
20150525,39.725431889521936,2015-05-25,3.303,3.2510159424820273,31.176765671600215,-8.54866621792172
20150526,40.03195358923283,2015-05-26,3.32,0.51468362095064,30.757697870548217,-9.27425571868461
20150527,41.45775687652237,2015-05-27,3.285,-1.0542168674698704,30.89263093815897,-10.565125938363398
20150528,40.49890051129879,2015-05-28,3.079,-6.27092846270928,35.604355671693405,-4.894544839605388
20150529,41.8580265818734,2015-05-29,3.066,-0.4222150048717177,33.32643750756786,-8.531589074305543
20150601,40.839769480479546,2015-06-01,3.198,4.305283757338563,35.29864243816606,-5.541127042313484
20150602,41.61275239472083,2015-06-02,3.209,0.343964978111333,34.55305251689139,-7.059699877829438
20150603,41.95507276456701,2015-06-03,3.191,-0.5609224057338769,34.41559138675099,-7.539481377816017
20150604,40.30378552117461,2015-06-04,3.259,2.130993418990923,33.75906479989981,-6.5447207212748
20150605,40.393436164366285,2015-06-05,3.254,-0.15342129487572187,33.666862510877856,-6.72657365348843
20150608,35.96921412686619,2015-06-08,3.427,5.316533497234177,36.69532655604191,0.7261124291757213
20150609,41.347591069577625,2015-06-09,3.361,-1.92588269623577,36.332923026406014,-5.014668043171611
20150610,42.07070408159769,2015-06-10,3.32,-1.2198750371913203,36.42089491260749,-5.649809168990203
20150611,43.67520103014903,2015-06-11,3.3,-0.6024096385542133,36.45399020268938,-7.22121082745965
20150612,43.469159820386906,2015-06-12,3.313,0.39393939393941313,36.419781490836975,-7.049378329549931
20150615,42.20037714375449,2015-06-15,3.216,-2.927859945668576,37.33172150186431,-4.868655641890179
20150616,41.20322256726976,2015-06-16,3.148,-2.1144278606965217,36.42540652424825,-4.7778160430215095
20150617,41.361345685491145,2015-06-17,3.175,0.8576874205844964,36.48677509230374,-4.874570593187407
20150618,40.69031828687724,2015-06-18,3.042,-4.188976377952757,38.20354952223496,-2.486768764642285
20150619,40.12538644941399,2015-06-19,2.874,-5.522682445759363,41.263162225261,1.137775775847011
20150623,47.1495951667778,2015-06-23,2.976,3.5490605427974886,42.160239262769785,-4.989355904008015
20150624,47.35113840451327,2015-06-24,3.018,1.4112903225806495,42.31351781369818,-5.037620590815088
20150625,42.35833938057874,2015-06-25,2.919,-3.280318091451284,43.12738422335209,0.7690448427733472
20150626,52.01823470115768,2015-06-26,2.686,-7.98218568002741,48.669043681640716,-3.349191019516965
20150629,54.9324410107788,2015-06-29,2.66,-0.9679821295606739,48.354345886158896,-6.578095124619907
20150630,55.3997838032306,2015-06-30,2.851,7.1804511278195315,52.141551667473195,-3.258232135757403
20150701,52.02417023230037,2015-07-01,2.728,-4.314275692739377,52.29636447846569,0.27219424616531995
20150702,53.54514465025397,2015-07-02,2.684,-1.6129032258064502,52.49496539851287,-1.050179251741099
20150703,50.18123634250095,2015-07-03,2.579,-3.9120715350223545,53.53379236948617,3.3525560269852193
20150706,55.43447192627807,2015-07-06,2.742,6.3202791779759515,55.77183691759632,0.33736499131824615
20150707,50.81688925346425,2015-07-07,2.79,1.7505470459518557,55.230972068011866,4.414082814547619
20150708,52.5884440153346,2015-07-08,2.604,-6.666666666666665,58.34292276956703,5.75447875423243
20150709,50.96858573752916,2015-07-09,2.792,7.219662058371723,61.74134606212548,10.77276032459632
20150710,49.97821563509837,2015-07-10,2.905,4.0472779369627565,60.23654316841233,10.25832753331396
20150713,49.051241119437925,2015-07-13,2.862,-1.480206540447493,60.37005135012194,11.318810230684015
20150714,45.45566166894574,2015-07-14,2.762,-3.4940600978336844,59.9493703211712,14.493708652225465
20150715,33.692236236992805,2015-07-15,2.749,-0.4706734250543021,59.95625717504391,26.264020938051104
20150716,31.785866894350807,2015-07-16,2.74,-0.3273917788286562,59.94241558273012,28.156548688379313
20150717,29.689259661526773,2015-07-17,2.803,2.2992700729926874,59.99214336250159,30.302883700974814
20150720,32.42047709387952,2015-07-20,2.777,-0.9275775954334597,60.047915551179415,27.627438457299895
20150721,34.05382356593207,2015-07-21,2.768,-0.32409074540872274,58.141794030748194,24.087970464816124
20150722,30.39008012764138,2015-07-22,2.737,-1.1199421965317757,57.972667560025585,27.582587432384205
20150723,28.8950316670594,2015-07-23,2.794,2.0825721592985014,58.16891160717918,29.273879940119784
20150724,29.019481845348015,2015-07-24,2.745,-1.7537580529706442,58.35515775875955,29.33567591341154
20150727,34.604586214369945,2015-07-27,2.494,-9.143897996357008,63.81982368843705,29.215237474067102
20150728,35.05325130220088,2015-07-28,2.484,-0.4009623095429071,63.29041910843203,28.237167806231156
20150729,37.60430755167819,2015-07-29,2.534,2.012882447665043,63.263925545931826,25.659617994253637
20150730,42.60183049905276,2015-07-30,2.469,-2.5651144435674844,63.63236401909458,21.03053352004182
20150731,35.95750367251154,2015-07-31,2.462,-0.28351559335761944,62.52472002841443,26.567216355902886
20150803,36.51170526248419,2015-08-03,2.478,0.6498781478472715,60.56995275146263,24.058247488978438
20150804,36.84572982681503,2015-08-04,2.54,2.5020177562550483,60.150089553082154,23.304359726267123
20150805,36.78961227581036,2015-08-05,2.491,-1.9291338582677175,60.26501314852461,23.475400872714246
20150806,37.9616102458751,2015-08-06,2.471,-0.8028904054596553,59.5898060037827,21.628195757907598
20150807,37.59624350567653,2015-08-07,2.504,1.3354917037636582,55.27649571428666,17.680252208610128
20150810,37.69499100513544,2015-08-10,2.616,4.472843450479247,56.63961238820691,18.94462138307147
20150811,37.36346066036479,2015-08-11,2.59,-0.9938837920489441,52.94787157413473,15.584410913769943
20150812,36.96468990194657,2015-08-12,2.564,-1.0038610038609952,51.60072869183101,14.636038789884438
20150813,36.75853272694796,2015-08-13,2.576,0.46801872074881956,51.41571626638287,14.65718353943491
20150814,36.76604317668832,2015-08-14,2.575,-0.038819875776396895,50.21108946722998,13.445046290541661
20150817,36.76859899665249,2015-08-17,2.548,-1.0485436893203914,47.01469584431055,10.246096847658059
20150818,33.10126003476658,2015-08-18,2.41,-5.416012558869698,49.1989008205974,16.09764078583082
20150819,35.515091730356666,2015-08-19,2.427,0.7053941908713668,45.48578826529826,9.970696534941595
20150820,31.280810606490945,2015-08-20,2.361,-2.7194066749072876,41.365808991569956,10.084998385079011
20150821,27.06933184022685,2015-08-21,2.274,-3.684879288437115,41.093955357177144,14.024623516950292
20150826,56.38001684025191,2015-08-26,1.946,-14.423922603342131,57.75449265482498,1.3744758145730671
20150827,55.839418846827336,2015-08-27,2.11,8.427543679342243,61.69361161267684,5.854192765849504
20150828,56.51284133865777,2015-08-28,2.168,2.7488151658767945,62.16733325920158,5.654491920543805
20150831,57.38920410837881,2015-08-31,2.209,1.8911439114391193,62.39015342100114,5.000949312622325
20150901,57.81396686057416,2015-09-01,2.228,0.860117700316887,62.09795906964068,4.283992209066518
20150902,55.303242540868204,2015-09-02,2.236,0.35906642728904536,62.05082391591603,6.747581375047822
20150907,54.08026968383305,2015-09-07,2.14,-4.29338103756709,63.22127360330433,9.14100391947128
20150908,43.90125036027054,2015-09-08,2.177,1.7289719626168099,63.330956286917115,19.429705926646577
20150909,41.72287752746663,2015-09-09,2.209,1.4699127239320209,63.19334076588879,21.470463238422163
20150910,37.9869386702654,2015-09-10,2.206,-0.13580805794477513,62.99952800867391,25.01258933840851
20150911,37.12535900970982,2015-09-11,2.193,-0.5893019038984537,57.470268649493384,20.344909639783566
20150914,38.44750020712402,2015-09-14,2.223,1.3679890560875485,57.58920701760142,19.141706810477395
20150915,40.44061065588487,2015-09-15,2.167,-2.5191183085919944,57.748340715146746,17.30773005926188
